,Text,Date,Year,hashtag,Cleaned,final_sentiment
3935,#MannKiBaat even no body wants to hear us without bribe.kindly help this person. https://t.co/xm79iHwLca,2016-12-26,2016,['MannKiBaat'],even body wants hear without bribekindly help this person,-1
3936,Blocked By kamaalrkhan . theghantas #deservesaghanta #Christmas #mumbai #Bengaluru #MannKiBaat #cashless #DeMonetis… https://t.co/hLDjknNP1w,2016-12-26,2016,"['deservesaghanta', 'Christmas', 'mumbai', 'Bengaluru', 'MannKiBaat', 'cashless', 'DeMonetis']",blocked kamaalrkhan theghantas,-1
3937,#MannKiBaat Sir as you talking about corruption. It's the real story.plz tel us where we wil go for justice??? https://t.co/fayWNhHGVv,2016-12-26,2016,['MannKiBaat'],talking about corruption real storyplz where justice,1
3938,"Dont talk rubbish,Nonsense @rsprasad @BJP4India #MannKiBaat @BBCHindi @ndtv https://t.co/nRWq4gYldB",2016-12-26,2016,['MannKiBaat'],dont talk rubbishnonsense,-1
3939,"India means Gujarat,Maharash tra,Rajasthan,Andhra,MP,Chattisgarh &amp; Jharkhand for @BJP4India @narendramodi #MannKiBaat @ndtv @BBCHindi https://t.co/ZXi1SyaYev",2016-12-26,2016,['MannKiBaat'],india means gujaratmaharash trarajasthanandhrampchattisgarh jharkhand,-1
3940,"@thekiranbedi Prime Minister of India Shri Narendra Modi's address to the nation - #MannKiBaat on All India Radio was held on Dec25,2016",2016-12-26,2016,['MannKiBaat'],prime minister india shri narendra modis address nation india radio held,1
3941,#MannKiBaat climate &amp; pollution in cities under central control for healthier lives. Roads kill people.,2016-12-26,2016,['MannKiBaat'],climate pollution cities under central control healthier lives roads kill people,1
3942,"#MannKiBaat : 5 days to Dec 30, PM @narendramodi says ‘no full stops’ in black money drive
https://t.co/p4Rt6Oi9tD… https://t.co/lSOi3OegLU",2016-12-26,2016,['MannKiBaat'],days says full stops black money drive,-1
3943,It might be #PrashantKishore to sack @OfficeOfRG as himself has winning history with @narendramodi &amp; @NitishKumar #RaGaOwnGoal #MannKiBaat https://t.co/iWrt8QO19u,2016-12-26,2016,"['PrashantKishore', 'RaGaOwnGoal', 'MannKiBaat']",might sack himself winning history with,1
3944,".@narendramodi Sir, even your #MannKiBaat is a tremendous strength to our defence, it just need to be aired in Pakistan at the time of War 😎",2016-12-26,2016,['MannKiBaat'],even your tremendous strength defence just need aired pakistan time,1
3945,#MannKiBaat to apne khub sunaya ek baar #MannKiBaat sun bhi ligiye #sir @narendramodi @DrKumarVishwas @raj58amit https://t.co/jvR7Hs1Ham,2017-01-30,2017,"['MannKiBaat', 'MannKiBaat', 'sir']",apne khub sunaya baar ligiye,1
3946,@WithCongDelhi yes i feel same.. Modi Ji ab to janta ki b sunlo #MannKiBaat  chodke #ModiRuinsEconomy,2017-01-30,2017,"['MannKiBaat', 'ModiRuinsEconomy']",feel same modi janta sunlo chodke,-1
3947,"""Start comparing yourself with the way you used to be and the way you are now."" That's indeed the way to betterment #NaMo #MannKiBaat",2017-01-30,2017,"['NaMo', 'MannKiBaat']",start comparing yourself with used thats indeed betterment,1
3948,"Proper rest, adequate sleep, physical activity are the three essential r... https://t.co/gnGegnFtSZ  #MannKiBaat @narendramodi @PMOIndia",2017-01-30,2017,['MannKiBaat'],proper rest adequate sleep physical activity three essential,1
3949,"I urge parents to emphasize on three points - acceptance, mentoring and ... https://t.co/cWvITFdXcK  #MannKiBaat @narendramodi @PMOIndia",2017-01-30,2017,['MannKiBaat'],urge parents emphasize three points acceptance mentoring,1
3950,"Compete with yourself, not with others https://t.co/7NN3qR02Mu via @YouTube #MannKiBaat @narendramodi @PMOIndia",2017-01-30,2017,['MannKiBaat'],compete with yourself with others,1
3951,Marks and mark-sheet serve a limited purpose. Knowledge is what matters: PM https://t.co/VBVmUDPwlu  #MannKiBaat @narendramodi @PMOIndia,2017-01-30,2017,['MannKiBaat'],marks marksheet serve limited purpose knowledge what matters,1
3952,Smile More Score More : PM https://t.co/5e248goYkY via @YouTube #MannKiBaat @narendramodi @PMOIndia,2017-01-30,2017,['MannKiBaat'],smile more score more,1
3953,I congratulate the personnel who won gallantry awards on Republic Day. https://t.co/ibkY8Vv8No   #MannKiBaat @narendramodi @PMOIndia,2017-01-30,2017,['MannKiBaat'],congratulate personnel gallantry awards republic,1
3954,A picture is worth a thousand words. Out of all simplicity stands tall. #vlovegujcm #MannKiBaat #Gujarat #humble &amp; #approachable for all. https://t.co/8LAbqtjQNy,2017-01-30,2017,"['vlovegujcm', 'MannKiBaat', 'Gujarat', 'humble', 'approachable']",picture worth thousand words simplicity stands tall,1
3955,@PMOIndia same wishes here @narendramodi allow your mother to spent her last days with you rather to stand in a bank queue #MannKiBaat,2017-01-30,2017,['MannKiBaat'],same wishes here allow your mother spent last days with rather stand bank queue,-1
3956,PM’s mantra for students appearing for exams – Smile more to score more #MannKiBaat https://t.co/LBNTzSIR4a via @narendramodi,2017-01-30,2017,['MannKiBaat'],mantra students appearing exams smile more score more,1
3957,Concentrate on how to work hard and increase your knowledge bank: PM to youngsters #MannKiBaat https://t.co/2eWJH1qmBX via @narendramodi,2017-01-30,2017,['MannKiBaat'],concentrate work hard increase your knowledge bank youngsters,-1
3958,Appear for exams with pleasure &amp; not under any pressure: PM Modi during #MannKiBaat https://t.co/2eWJH1qmBX via @narendramodi,2017-01-30,2017,['MannKiBaat'],appear exams with pleasure under pressure modi during,1
3959,Muslim community uniting against #Uniform #civil code. Will @narendramodi ask hindu to unite for UCC I'm #MannKiBaat https://t.co/NGbUOvwaTL,2017-01-30,2017,"['Uniform', 'civil', 'MannKiBaat']",muslim community uniting against code will hindu unite,1
3960,"PM Sri @narendramodi in #MannKiBaat
The influence of marks is limited. What matters is knowledge.

@BJP4India @BJP4Karnataka @BJYM https://t.co/zqvXXbpqod",2017-01-30,2017,['MannKiBaat'],influence marks limited what matters knowledge,1
3961,"It's time now #MannKiBaat of Modiji should reach our hearts via brain 
#Budget2017",2017-01-30,2017,"['MannKiBaat', 'Budget2017']",time modiji should reach hearts brain,1
3962,"Great Speech sir, feeling motivated after listening #MannKiBaat https://t.co/B6BLDuNTH3",2017-01-30,2017,['MannKiBaat'],great speech feeling motivated after listening,1
3963,@timesofindia @yadavakhilesh #MannKiBaat a great initiative by @PMOIndia .nobody has done this b4 .an those who r against shd find another way2 regularly speak to yoith,2017-01-30,2017,['MannKiBaat'],great initiative nobody done this those against find another regularly speak yoith,1
3964,@GopalMishra91 @OfficeOfRG @INCIndia @BJP4India @ArvindKejriwal par kya karna modi ji to bas #MannKiBaat  sunenge,2017-01-30,2017,['MannKiBaat'],karna modi sunenge,1
3965,"@realDonaldTrump 
#MannKiBaat  of Dear @narendramodi Ji!",2017-01-30,2017,['MannKiBaat'],dear,1
3966,@Rishi_INC #ModiRuinsEconomy Hope it will be recover soon. pm to sirf #MannKiBaat  sunenge :(,2017-01-30,2017,"['ModiRuinsEconomy', 'MannKiBaat']",hope will recover soon sirf sunenge,1
3967,@amiteshdubey #Modiruinseconomy Modi ji only listens #Mannkibaat,2017-01-30,2017,"['Modiruinseconomy', 'Mannkibaat']",modi only listens,1
3968,@AmolvKhodke #ModiruinsEconomy yeo its sad to hear but true we have pm who only listens #MannKiBaat :(,2017-01-30,2017,"['ModiruinsEconomy', 'MannKiBaat']",hear true have only listens,-1
3969,@WithCongress @rajeevgowda #ModiRuinsEconomy Modi doesnt know how to handle he only know #MannkiBaat Bhaiyo Behno.. Bla Bla Bla,2017-01-30,2017,"['ModiRuinsEconomy', 'MannkiBaat']",modi doesnt know handle only know bhaiyo behno,-1
3970,"#RSS, #BJP think they know everything: ... #BharatiyaJanataParty #MannKiBaat #RahulGandhi #SanjayNirupam https://t.co/VO3TQ4Qq6T https://t.co/z6g1TXkvVk",2017-01-30,2017,"['RSS', 'BJP', 'BharatiyaJanataParty', 'MannKiBaat', 'RahulGandhi', 'SanjayNirupam']",think they know everything,1
3971,"#MannKiBaat: India celebrated Republic Day with immense enthusiasm, says PM  https://t.co/U7KoJCwTrF via @narendramodi",2017-01-30,2017,['MannKiBaat'],india celebrated republic with immense enthusiasm says,1
3972,Doesn't RG know that Modi ji invites suggestions from general public before his #MannKiBaat ? Why Congress misguides people?,2017-01-30,2017,['MannKiBaat'],doesnt know that modi invites suggestions from general public before congress misguides people,1
3973,@OfficeOfRG @AmitShahOffice @yadavakhilesh.  App log ki #MannKiBaat ke prati dar ko dekh kar badi khushi hoti hai. #darr,2017-01-30,2017,"['MannKiBaat', 'darr']",prati dekh badi khushi hoti,1
3974,.@Bharat_Manthan वाह रे कैसा Loin या 56 inch चुहा जिससे कुछ न हुआ जो केवल झूठ व Jumla बोलता #MannKiBaat भी कोई sensible person नही सुनता,2017-01-30,2017,['MannKiBaat'],loin inch jumla sensible person,1
3975,Yesterday's #MannKiBaat by @narendramodi ji had lessons not just for children but for people of all ages! https://t.co/HRC66nzXIQ,2017-01-30,2017,['MannKiBaat'],yesterdays lessons just children people ages,1
3976,"Three things vital for exam preparation - proper rest, good sleep, sports or other such activity. #MannKiBaat https://t.co/zmDB5D2iVa",2017-01-30,2017,['MannKiBaat'],three things vital exam preparation proper rest good sleep sports other such activity,-1
3977,PM’s mantra for students appearing for exams – Smile more to score more #MannKiBaat  https://t.co/iMaFnOZGWW via @narendramodi,2017-01-30,2017,['MannKiBaat'],mantra students appearing exams smile more score more,1
3978,"Yes Sir, it's about OUTCOMES RT @PMOIndia: Education should be about acquiring knowledge and not marks. #MannKiBaat https://t.co/rDW5VUJFKd",2017-01-30,2017,['MannKiBaat'],about outcomes education should about acquiring knowledge marks,1
3979,"Treat exams as festival, not test of life :: PM #Modi to students in #MannKiBaat 
#RespectQueenPadmavati @sush091979 @KartikeyaTanna pl RT https://t.co/AJemJ4EFvF",2017-01-30,2017,"['Modi', 'MannKiBaat', 'RespectQueenPadmavati']",treat exams festival test life students,1
3980,Be cautious of people who do '#MannKiBaat': #AkhileshYadav - ANI #News https://t.co/r19yoP3V3h #UttarPradesh #uttarpradeshelections2017,2017-01-30,2017,"['MannKiBaat', 'AkhileshYadav', 'News', 'UttarPradesh', 'uttarpradeshelections2017']",cautious people,1
3981,Be cautious of people who do ' #MannKiBaat ': Uttar Pradesh Chief Minister #AkhileshYadav https://t.co/U8crmLfMGu,2017-01-30,2017,"['MannKiBaat', 'AkhileshYadav']",cautious people uttar pradesh chief minister,1
3982,Yesterday PMO send me a link 2 listen #MannKiBaat in their I feel Modi has bow down infront of Janta. He scared @ArvindKejriwal #JhaaduWale,2017-01-30,2017,"['MannKiBaat', 'JhaaduWale']",yesterday send link listen their feel modi down infront janta scared,-1
3983,#Modi must listen to others ‘#MannKiBaat’: #RahulGandhi in #Goa https://t.co/kgOqUeruj3,2017-01-30,2017,"['Modi', 'MannKiBaat', 'RahulGandhi', 'Goa']",must listen others,1
3984,"#Modi must listen to others ‘#MannKiBaat’: #RahulGandhi in #Goa
https://t.co/ssKlbHXIIe https://t.co/ID34NHPFzJ",2017-01-30,2017,"['Modi', 'MannKiBaat', 'RahulGandhi', 'Goa']",must listen others,1
3985,"#MannKiBaat : Exams Are Pleasure Not Pressure, PM @narendramodi  Tells Students
https://t.co/aAZlGd8le1 https://t.co/2ZlnB9jkFn",2017-01-30,2017,['MannKiBaat'],exams pleasure pressure tells students,1
3986,"PM @narendramodi  ’s message to students in #MannKiBaat : ‘smile more to score more’
https://t.co/OVfdDBeOAe https://t.co/i4rQQy7fyr",2017-01-30,2017,['MannKiBaat'],message students smile more score more,1
3987,"#MannKiBaat : Exams Are Pleasure Not Pressure, PM Modi Tells Students
https://t.co/R7AgdmTTRy

via NMApp https://t.co/T6nwUj6KDL",2017-01-30,2017,['MannKiBaat'],exams pleasure pressure modi tells students nmapp,1
3988,"One of the best #MannKiBaat till date...

#SmileMoretoScoreMore 
PM Modi to Youngsters
https://t.co/AtQaXtJH4U https://t.co/57pveNdrSM",2017-01-30,2017,"['MannKiBaat', 'SmileMoretoScoreMore']",best till date modi youngsters,1
3989,"Smile more, Score more: PM Modi suggests students' preparing for exams in #MannKiBaat radio address https://t.co/ylnYjCihp5",2017-01-30,2017,['MannKiBaat'],smile more score more modi suggests students preparing exams radio address,1
3990,"Student Connection: PM Modi urges students, families to turn exams into festivals of joy on #MannKiBaat https://t.co/Ee2EiE5HxW",2017-01-30,2017,['MannKiBaat'],student connection modi urges students families turn exams into festivals,1
3991,"“Take small breaks. You will return to your books feeling fresh,” PM Modi advises students on #MannKiBaat.https://t.co/ylnYjCihp5",2017-01-30,2017,['MannKiBaat'],take small breaks will return your books feeling fresh modi advises students,1
3992,"#PMModi’s message to students in #MannKiBaat: ‘smile more to score more’
Get #NarendraModi's &amp; BJP's #latestnews
https://t.co/BgpPXR3FuA https://t.co/DeIlAjLOC8",2017-01-30,2017,"['PMModi', 'MannKiBaat', 'NarendraModi', 'latestnews']",message students smile more score moreget bjps,1
3993,Our colleges want us to REGRET REPENT and SULK more? #MannKiBaat #Namo @MannKiBaat_PMO @narendramodi,2017-01-30,2017,"['MannKiBaat', 'Namo']",colleges want regret repent sulk more,-1
3994,"#MannKiBaat kah dene se man halka ho jata h,dil ka bojh kam ho jata h,dil me kch nhi rah jata.
Isiliye kahta hu @narendramodi  ji saaf dil h",2017-01-30,2017,['MannKiBaat'],dene halka jata hdil bojh jata hdil jataisiliye kahta saaf,1
3995,@ncbn to say words is your job. To bring that in action is not your cup of tea! Live and let live #MannKiBaat #NarendraModi,2017-01-30,2017,"['MannKiBaat', 'NarendraModi']",words your bring that action your live live,1
3996,@PMOIndia who is the environmental minister? What are the measurements taken to protect our environment? #MannKiBaat #NarendraModi,2017-01-30,2017,"['MannKiBaat', 'NarendraModi']",environmental minister what measurements taken protect environment,1
